,Full Address,LatLong
2450,"136 EAST 65TH   STREET                    New York, NY 10065",
2451,"22 EAST 81ST STREET                       New York, NY 10028",
2452,"162 EAST 91 STREET New York, NY 10128",
2453,"300 EAST 77TH   STREET                    New York, NY 10075",
2454,"308 EAST 86TH STREET New York, NY 10028",
2455,"522 EAST 88TH STREET New York, NY 10128",
2456,"117 EAST 81ST   STREET                    New York, NY 10028",
2457,"910 PARK AVENUE New York, NY 10075",
2458,"555 EAST 78TH   STREET New York, NY 10075",
2459,"1175 PARK AVENUE New York, NY 10128",
2460,"340 EAST 93RD New York, NY 10128",
2461,"120 E 83RD ST New York, NY 10028",
2462,"350 EAST 72 STREET                        New York, NY 10021",
2463,"834 5 AVENUE New York, NY 10065",
2464,"1651 FIRST AVENUE                         New York, NY 10028",
2465,"188 EAST 64                               New York, NY 10065",
2466,"309 EAST 87TH ST New York, NY 10128",
2467,"12 EAST 88TH   STREET New York, NY 10128",
2468,"168 EAST 80TH   STREET                    New York, NY 10075",
2469,"205 E 78 ST New York, NY 10075",
2470,"175 EAST 79TH STREET New York, NY 10075",
2471,"444 EAST 84TH STREET New York, NY 10028",
2472,"956 FIFTH AVE New York, NY 10075",
2473,"9 EAST 96TH STREET New York, NY 10128",
2474,"174 EAST 73RD   STREET                    New York, NY 10021",
2475,"155 EAST 76TH   STREET New York, NY 10021",
2476,"436 EAST 88TH STREET                      New York, NY 10128",
2477,"123 EAST 75TH STREET New York, NY 10021",
2478,"403 EAST 62ND STREET                      New York, NY 10065",
2479,"205 EAST 89 STREET New York, NY 10128",
2480,"215 EAST 81ST                             New York, NY 10028",
2481,"201 EAST 80TH ST                          New York, NY 10075",
2482,"30 EAST 95TH STREET New York, NY 10128",
2483,"515 EAST 86TH STREET                      New York, NY 10028",
2484,"65 E 96TH ST                              New York, NY 10128",
2485,"640 PARK AVENUE New York, NY 10065",
2486,"49 EAST 82ND STREET                       New York, NY 10028",
2487,"71 EAST 77TH STREET New York, NY 10075",
2488,"444 EAST 86TH STREET                      New York, NY 10028",
2489,"885 PARK AVENUE New York, NY 10075",
2490,"733 PARK AVENUE New York, NY 10021",
2491,"444 EAST 84TH ST. New York, NY 10028",
2492,"445 EAST 78TH   STREET New York, NY 10075",
2493,"1593 SECOND AVENUE                        New York, NY 10028",
2494,"233 EAST 69 STREET New York, NY 10021",
2495,"57 EAST 90TH   STREET New York, NY 10128",
2496,"55 EAST 72ND STREET New York, NY 10021",
2497,"174 E 74TH ST New York, NY 10021",
2498,"1403 SECOND AVENUE                        New York, NY 10021",
2499,"162 EAST 82ND   STREET New York, NY 10028",
2500,"605 PARK AVE New York, NY 10065","(40.7663819, -73.9669589)"
2501,"530 EAST 76TH STREET                      New York, NY 10021","(40.768234, -73.950073)"
2502,"200 EAST 61ST STREET New York, NY 10065","(40.7626186, -73.9654793)"
2503,"409 EAST 87TH STREET                      New York, NY 10128","(40.7774137, -73.9480780342751)"
2504,"111 EAST 75TH STREET New York, NY 10021","(40.7728375, -73.9613426308087)"
2505,"25 EAST 83RD STREET New York, NY 10028","(40.779131, -73.960536)"
2506,"49 EAST 82ND STREET New York, NY 10028","(40.77827765, -73.9601413007292)"
2507,"175 EAST 94TH STREET                      New York, NY 10128","(40.7842546, -73.9508573)"
2508,"1659 2 AVENUE                             New York, NY 10028","(40.5903428360434, -73.9531640985645)"
2509,"944 PARK AVENUE                           New York, NY 10028","(40.7773475, -73.959674519419)"
2510,"200 E 74TH STREET New York, NY 10021","(40.770883, -73.9594697)"
2511,"400 EAST 70TH   STREET                    New York, NY 10021","(40.7661623, -73.9567416)"
2512,"17 EAST 89TH STREET New York, NY 10128","(40.7830211, -73.9577066)"
2513,"215 EAST 81ST   STREET New York, NY 10028","(40.77546185, -73.9554945912472)"
2514,"340 EAST 83 STREET New York, NY 10028",
2515,"18 EAST 63RD STREET New York, NY 10065","(40.76614355, -73.9701933793237)"
2516,"66 EAST 79TH   STREET New York, NY 10075","(40.7757674, -73.9614310256015)"
2517,"401 E 86TH STREET New York, NY 10028","(40.7769608, -73.9490288)"
2518,"9 EAST 75TH   STREET New York, NY 10021","(40.7741763, -73.9646087900817)"
2519,"1761 1 AVENUE New York, NY 10128","(40.5904360816327, -73.9523193265306)"
2520,"161 EAST 81ST   STREET                    New York, NY 10028","(40.7760927, -73.9569613721259)"
2521,"435 EAST 76TH   STREET                    New York, NY 10021","(40.7698738, -73.9522940496891)"
2522,"435 EAST 76TH   STREET New York, NY 10021","(40.7698738, -73.9522940496891)"
2523,"65 EAST 96TH STREET                       New York, NY 10128","(40.6643988, -73.9248290658641)"
2524,"444 EAST 85TH   STREET New York, NY 10028","(40.7752959, -73.9482276596011)"
2525,"205 EAST 85TH STREET                      New York, NY 10028","(40.7781173265306, -73.954207122449)"
2526,"444 EAST 87TH   STREET New York, NY 10128","(40.7766621, -73.9473170938369)"
2527,"1388 LEXINGTON AVENUE New York, NY 10128","(40.7830566, -73.9532612882068)"
2528,"62 EAST 80TH   STREET New York, NY 10075","(40.7764745, -73.96084003693)"
2529,"215 EAST 81ST   STREET                    New York, NY 10028","(40.77546185, -73.9554945912472)"
2530,"310 EAST 70TH   STREET New York, NY 10021","(40.76705135, -73.9587862818288)"
2531,"425 EAST 78 STREET New York, NY 10075",
2532,"1601 THIRD AVENUE                         New York, NY 10128","(42.8002283, -73.9523152)"
2533,"46 EAST 81ST   STREET                     New York, NY 10028","(40.77716615, -73.9604754284678)"
2534,"1111 PARK AVENUE New York, NY 10128","(40.7824523, -73.9552453)"
2535,"305 EAST 85TH   STREET                    New York, NY 10028","(40.7770995, -73.9517506)"
2536,"1165 PARK AVENUE New York, NY 10128","(40.7840837, -73.9540511)"
2537,"N/A EAST 95TH   STREET                    New York, NY 10128",
2538,"847 LEXINGTON AVENUE                      New York, NY 10065",
2539,"64 EAST 80TH STREET New York, NY 10075",
2540,"144 EAST 84TH STREET New York, NY 10028",
2541,"500A EAST 87TH   STREET                   New York, NY 10128",
2542,"130 EAST END AVENUE New York, NY 10028",
2543,"18 EAST 78TH STREET New York, NY 10075",
2544,"150 EAST 74TH STREET                      New York, NY 10021",
2545,"216-218 EAST 75TH STREET New York, NY 10021",
2546,"55 EAST 92ND   STREET                     New York, NY 10128",
2547,"403 EAST 62ND   STREET                    New York, NY 10065",
2548,"45 EAST 66 STREET                         New York, NY 10065",
2549,"212 EAST 88TH STREET New York, NY 10128",
2550,"1683 3 AVENUE                             New York, NY 10128",
2551,"1049 5 AVENUE                             New York, NY 10028",
2552,"127 EAST 79TH   STREET                    New York, NY 10075",
2553,"330 EAST 70 STREET New York, NY 10021",
2554,"515 EAST 88TH New York, NY 10128",
2555,"212 EAST 95TH   STREET                    New York, NY 10128",
2556,"177 EAST 77TH   STREET                    New York, NY 10075",
2557,"525 EAST 82ND ST New York, NY 10028",
2558,"345 EAST 77TH   STREET New York, NY 10075",
2559,"420 EAST 64TH  STREET New York, NY 10065",
2560,"1689 3 AVENUE                             New York, NY 10128",
2561,"1040 LEX                                  New York, NY 10021",
2562,"181 EAST 65TH STREET                      New York, NY 10065",
2563,"1760 SECOND AVENUE                        New York, NY 10128",
2564,"40 EAST 66TH ST                           New York, NY 10065",
2565,"521 EAST 88TH   STREET New York, NY 10128",
2566,"66 EAST 83RD STREET New York, NY 10028",
2567,"520 EAST 72ND  STREET New York, NY 10021",
2568,"30 EAST 76TH STREET                       New York, NY 10021",
2569,"201 EAST 77TH   STREET New York, NY 10075",
2570,"1041 MADISON AVENUE                       New York, NY 10075",
2571,"801 MADISON AVENUE                        New York, NY 10065",
2572,"333 EAST 66 STREET New York, NY 10065",
2573,"605 PARK AVENUE New York, NY 10065",
2574,"201 E 77TH STREET New York, NY 10075",
2575,"325 EAST 79 STREET New York, NY 10075",
2576,"530 EAST 90TH   STREET New York, NY 10128",
2577,"1632 2ND AVENUE New York, NY 10028",
2578,"318 EAST 73 STREET                        New York, NY 10021",
2579,"403 EAST 90TH STREET New York, NY 10128",
2580,"45 EAST 85TH STREET New York, NY 10028",
2581,"152 EAST 62ND   STREET                    New York, NY 10065",
2582,"531 EAST 83RD STREET New York, NY 10028",
2583,"241 EAST 76TH STREET New York, NY 10075",
2584,"301 EAST 62ND ST. New York, NY 10065",
2585,"444 EAST 86TH New York, NY 10028",
2586,"181 EAST 93RD STREET New York, NY 10128",
2587,"1206 1 AVENUE New York, NY 10065",
2588,"519 EAST 78TH   STREET                    New York, NY 10075",
2589,"NA FDR DRIVE                              New York, NY 10065",
2590,"510 EAST 84TH STREET New York, NY 10028",
2591,"123 E. 74TH STREET New York, NY 10021",
2592,"11 EAST 86TH   STREET                     New York, NY 10028",
2593,"190 EAST 72 STREET                        New York, NY 10021",
2594,"525 EAST 86TH   STREET New York, NY 10028",
2595,"444 EAST 84TH   STREET New York, NY 10028",
2596,"11 EAST 68TH STREET                       New York, NY 10065",
2597,"516 EAST 79TH   STREET                    New York, NY 10075",
2598,"435 EAST 65TH STREET New York, NY 10065",
2599,"122 EAST 82ND   STREET New York, NY 10028",
2600,"149 EAST 62ND   STREET                    New York, NY 10065",
2601,"70 EAST 96 STREET New York, NY 10128",
2602,"7 AVENUE                                  New York, NY 10028",
2603,"404 EAST 66TH STREET New York, NY 10065",
2604,"3 EAST 94TH   STREET New York, NY 10128",
2605,"1252 LEXINGTON AVENUE                     New York, NY 10028",
2606,"1297 1 AVENUE                             New York, NY 10021",
2607,"698-700 MADISON AVENUE New York, NY 10065",
2608,"221 EAST 78TH   STREET New York, NY 10075",
2609,"1036 LEXINGTON AVENUE New York, NY 10021",
2610,"301 EAST 75TH STREE New York, NY 10021",
2611,"820 PARK AVENUE New York, NY 10021",
2612,"167 EAST 73RD   STREET New York, NY 10021",
2613,"1623 3 AVENUE                             New York, NY 10128",
2614,"26 EAST 93RD STREET New York, NY 10128",
2615,"127 EAST 92ND STREET                      New York, NY 10128",
2616,"552 EAST 87TH   STREET New York, NY 10128",
2617,"507 EAST 80TH STREET New York, NY 10075",
2618,"300 EAST 71 STREET New York, NY 10021",
2619,"998 FIFTH AVENUE New York, NY 10028",
2620,"142 EAST END AVENUE                       New York, NY 10028",
2621,"515 EAST 72ND STREET                      New York, NY 10021",
2622,"1355 1 AVENUE New York, NY 10021",
2623,"1175 YORK AVE New York, NY 10065",
2624,"620 PARK AVENUE New York, NY 10065",
2625,"1733 2 AVENUE New York, NY 10128",
2626,"507 EAST 84TH   STREET New York, NY 10028",
2627,"7 EAST 85TH STREET New York, NY 10028",
2628,"311 EAST 71 ST New York, NY 10021",
2629,"200 EAST 69TH STREET New York, NY 10021",
2630,"150 EAST 83RD   STREET New York, NY 10028",
2631,"162 EAST 78TH   STREET                    New York, NY 10075",
2632,"155 EAST 93RD New York, NY 10128",
2633,"525 EAST 82ND STREET New York, NY 10028",
2634,"301 EAST 61ST STREET New York, NY 10065",
2635,"520 E. 72ND STREET New York, NY 10021",
2636,"155 E. 73RD STREET New York, NY 10021",
2637,"515 EAST 72 STREET                        New York, NY 10021",
2638,"150 EAST 78TH STREET New York, NY 10075",
2639,"1269 FIRST AVENUE                         New York, NY 10065",
2640,"55 EAST 87TH   STREET                     New York, NY 10128",
2641,"308 EAST 79TH STREET New York, NY 10075",
2642,"300 EAST 85TH ST New York, NY 10028",
2643,"1050 FIFTH AVENUE                         New York, NY 10028",
2644,"210 EAST 84  STREET New York, NY 10028",
2645,"875 PARK AVENUE New York, NY 10075",
2646,"300 EAST 62ND  STREET                     New York, NY 10065",
2647,"181 EAST 90 STREET                        New York, NY 10128",
2648,"211 EAST 61ST   STREET                    New York, NY 10065",
2649,"245 EAST 72ND STREET New York, NY 10021",
2650,"1479 YORK AVENUE                          New York, NY 10075",
2651,"1802 2 AVENUE                             New York, NY 10128",
2652,"301 EAST 94 STREET                        New York, NY 10128",
2653,"1020 PARK AVENUE New York, NY 10028",
2654,"435 E 86TH STREET New York, NY 10028",
2655,"166 EAST 63RD   STREET New York, NY 10065",
2656,"45 EAST 74TH STREET New York, NY 10021",
2657,"300 EAST 62 STREET New York, NY 10065",
2658,"127 EAST 70TH   STREET                    New York, NY 10021",
2659,"130 EAST 75TH STREET New York, NY 10021",
2660,"177 EAST 79TH STREET New York, NY 10075",
2661,"345 EAST 93RD STREET New York, NY 10128",
2662,"440 EAST 79TH   STREET New York, NY 10075",
2663,"171 EAST 74TH STREET                      New York, NY 10021",
2664,"511 EAST 86TH   STREET New York, NY 10028",
2665,"163 EAST 81ST STREET New York, NY 10028",
2666,"235 EAST 72ND   STREET                    New York, NY 10021",
2667,"437 EAST 84TH STREET                      New York, NY 10028",
2668,"524 EAST 79TH   STREET New York, NY 10075",
2669,"960 MADISON AVENUE                        New York, NY 10021",
2670,"1010 5 AVENUE New York, NY 10028",
2671,"29 EAST 64TH   STREET New York, NY 10065",
2672,"60 EAST 96TH STREET New York, NY 10128",
2673,"404 EAST 76TH STREET                      New York, NY 10021",
2674,"1000 PARK AVENUE New York, NY 10028",
2675,"1050 FIFTH AVENUE New York, NY 10028",
2676,"177 EAST 71ST   STREET                    New York, NY 10021",
2677,"212 EAST 70TH STREET                      New York, NY 10021",
2678,"1018 MADISON AVENUE                       New York, NY 10075",
2679,"300 EST 93RD STREET                       New York, NY 10128",
2680,"172 EAST 90TH STREET New York, NY 10128",
2681,"407 EAST 91ST STREET New York, NY 10128",
2682,"14 EAST 68TH STREET New York, NY 10065",
2683,"10 GRACIE SQUARE New York, NY 10028",
